,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,engine_size,horsepower,cylinder_count,log_transformed_price,car_age
3580,Nissan,76500,Gasoline,Manual,Silver,Red,yes_accident,Yes,3.5,306.0,6.0,10.239995502805316,16
3581,Porsche,73500,Gasoline,Automatic,Black,Black,no_accident,Yes,3.6,480.0,6.0,11.231887935237117,17
3582,Land,29000,Hybrid,Automatic,Black,Black,no_accident,Yes,3.0,355.0,6.0,11.156264806643742,4
3583,Porsche,69404,Hybrid,Automatic,Black,Other,yes_accident,Yes,3.0,416.0,6.0,10.292179440058462,7
3584,Lexus,103000,Gasoline,Automatic,Red,Other,yes_accident,Yes,3.5,306.0,6.0,9.465060106725137,17
3585,Porsche,70500,Gasoline,Unknown,Silver,Black,yes_accident,Yes,3.0,340.0,6.0,10.184937747111391,9
3586,Land,64000,Gasoline,Unknown,White,White,no_accident,Yes,5.0,510.0,8.0,10.51856507767415,8
3587,GMC,63460,E85 Flex Fuel,Automatic,White,Other,no_accident,Yes,6.0,341.0,8.0,10.404293143019792,6
3588,Toyota,32199,Gasoline,Automatic,Silver,Black,no_accident,Yes,4.0,270.0,6.0,10.477316144080852,6
3589,Hyundai,69487,Gasoline,Automatic,White,Black,no_accident,Yes,3.8,291.0,6.0,10.373522431293592,4
3590,GMC,86000,Diesel,Automatic,Grey,Brown,no_accident,Yes,6.6,397.0,8.0,10.799595985047786,9
3591,Genesis,8730,Gasoline,Automatic,White,Red,no_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.783529151735163,2
3592,Dodge,70000,Gasoline,Automatic,Red,Other,yes_accident,Yes,3.9,175.0,6.0,8.987321812850125,22
3593,Chevrolet,70000,Gasoline,Automatic,White,Grey,yes_accident,Yes,3.6,305.0,6.0,9.792611856190192,7
3594,Audi,83420,E85 Flex Fuel,Automatic,Red,Grey,yes_accident,Yes,2.0,220.0,4.0,9.680406499268875,9
3595,Nissan,189000,Gasoline,Automatic,Silver,Other,yes_accident,Yes,2.5,175.0,4.0,7.9724660159745655,21
3596,Porsche,31500,Gasoline,Automatic,Blue,Red,no_accident,Yes,3.0,420.0,6.0,11.488181851079313,7
3597,BMW,85766,Gasoline,Automatic,Grey,Black,no_accident,Yes,2.0,240.0,4.0,9.472781556562168,9
3598,GMC,92800,Gasoline,Automatic,White,Black,no_accident,Yes,6.2,420.0,8.0,10.434145214930487,6
3599,Land,13970,Hybrid,Automatic,Grey,Black,no_accident,Yes,3.0,395.0,6.0,11.231901180182515,3
3600,Porsche,154,Gasoline,Automatic,Green,Black,no_accident,Unknown,3.8,331.9684177611007,6.254491996079713,12.524166311833152,1
3601,Toyota,265000,Gasoline,Automatic,Black,Other,no_accident,Yes,4.7,230.0,8.0,9.648659816955295,24
3602,Scion,95426,Gasoline,Automatic,Green,Grey,no_accident,Yes,2.4,158.0,4.0,8.987321812850125,13
3603,Honda,119900,Gasoline,Manual,Black,Red,yes_accident,Yes,2.0,240.0,4.0,9.798182590890704,23
3604,Mazda,23162,Gasoline,Automatic,Red,Black,no_accident,Yes,2.5,331.9684177611007,6.254491996079713,10.146276856097172,4
3605,BMW,3950,Gasoline,Automatic,White,Blue,no_accident,Yes,3.0,503.0,6.0,11.332613886815139,1
3606,Porsche,80000,Gasoline,Manual,Black,Other,no_accident,Yes,3.8,355.0,6.0,10.668978650219241,18
3607,Ford,94634,E85 Flex Fuel,Automatic,White,Black,yes_accident,Yes,6.2,385.0,8.0,10.389026137075234,9
3608,Chevrolet,65000,Gasoline,Automatic,Silver,Other,yes_accident,Yes,6.0,400.0,8.0,10.430757228718052,17
3609,Lexus,100000,Gasoline,Automatic,Black,Black,yes_accident,Yes,4.6,380.0,8.0,9.350189267092581,16
3610,Toyota,500,Hybrid,Automatic,White,Black,no_accident,Yes,2.5,245.0,4.0,10.993748398115178,1
3611,Mercedes-Benz,7856,Gasoline,Automatic,Blue,Black,no_accident,Yes,4.0,331.9684177611007,6.254491996079713,12.959846800844963,3
3612,Audi,181000,Gasoline,Automatic,White,Black,no_accident,Yes,2.0,211.0,4.0,8.612685172875459,13
3613,Mercedes-Benz,48700,Gasoline,Automatic,Blue,Brown,no_accident,Yes,2.0,241.0,4.0,10.236417809461043,6
3614,Porsche,13500,Gasoline,Manual,Grey,Black,no_accident,Yes,3.6,480.0,6.0,11.775297421715827,15
3615,Toyota,87500,Gasoline,Automatic,Silver,Black,no_accident,Yes,2.0,200.0,4.0,9.90353755128617,7
3616,Jaguar,45000,Gasoline,Automatic,Silver,Other,no_accident,Yes,4.0,290.0,8.0,9.433563920090563,24
3617,Chevrolet,85760,Gasoline,Automatic,Silver,Black,no_accident,Yes,5.7,300.0,8.0,9.581972891547895,28
3618,Tesla,36187,Unknown,Automatic,White,Black,no_accident,Yes,3.7039586206896553,271.0,6.254491996079713,10.271458456216711,6
3619,Hyundai,13666,Gasoline,Automatic,Grey,Black,no_accident,Unknown,2.5,331.9684177611007,6.254491996079713,10.239959789157341,2
3620,Porsche,50500,Gasoline,Manual,Silver,Black,no_accident,Yes,3.8,355.0,6.0,10.933124826700707,17
3621,Lincoln,19291,Gasoline,Automatic,Black,Other,no_accident,Unknown,2.0,331.9684177611007,6.254491996079713,10.699665035915537,3
3622,Ford,1295,Gasoline,Manual,Silver,Black,no_accident,Yes,5.0,444.0,8.0,10.819598268208338,12
3623,Cadillac,55000,Gasoline,Automatic,White,Other,yes_accident,Yes,6.2,420.0,8.0,10.817796321618971,7
3624,MINI,74000,Gasoline,Manual,Yellow,Black,no_accident,Yes,1.6,118.0,4.0,9.174816815907135,14
3625,Dodge,14976,Gasoline,Automatic,White,Black,no_accident,Yes,5.7,331.9684177611007,6.254491996079713,10.819778284410283,2
3626,BMW,25348,Gasoline,Automatic,Blue,Black,yes_accident,Unknown,3.0,331.9684177611007,6.254491996079713,10.430875264601097,6
3627,Chevrolet,23133,Gasoline,Manual,White,Black,no_accident,Yes,6.2,430.0,8.0,10.463131911491967,14
3628,Jaguar,34322,Diesel,Automatic,Blue,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.308919326755392,6
3629,Dodge,39960,Gasoline,Automatic,White,Grey,yes_accident,Yes,5.7,375.0,8.0,10.25769445336048,3
3630,BMW,76400,Gasoline,Automatic,Black,Black,yes_accident,Yes,4.4,445.0,8.0,10.351405324899678,8
3631,Ford,18533,Gasoline,Automatic,White,Other,no_accident,Yes,2.3,331.9684177611007,6.254491996079713,10.570778318550847,2
3632,GMC,7500,Gasoline,Automatic,Grey,Black,no_accident,Yes,6.2,420.0,8.0,11.439160510902152,1
3633,INFINITI,26520,Gasoline,Automatic,Blue,Brown,yes_accident,Yes,5.6,400.0,8.0,11.06665398721974,2
3634,Land,59500,E85 Flex Fuel,Automatic,Red,Black,no_accident,Yes,3.0,340.0,6.0,10.428245666832275,10
3635,Honda,44000,Gasoline,Automatic,White,Black,no_accident,Yes,3.5,280.0,6.0,10.46310334047155,4
3636,Pontiac,111000,Gasoline,Automatic,White,Grey,no_accident,Yes,3.8,200.0,6.0,9.305741456739435,23
3637,Toyota,82260,Gasoline,Automatic,Blue,Black,no_accident,Yes,4.0,331.9684177611007,6.254491996079713,10.370580700437113,8
3638,Porsche,52744,Gasoline,Unknown,Grey,Black,yes_accident,Yes,3.6,325.0,6.0,10.53212287826962,18
3639,BMW,28200,Hybrid,Unknown,Grey,Other,yes_accident,Yes,1.5,369.0,3.0,11.289169226001263,5
3640,Nissan,194277,Gasoline,Automatic,Blue,Other,yes_accident,Yes,3.0,222.0,6.0,7.741099090035366,24
3641,Pontiac,91812,Gasoline,Automatic,Green,Black,no_accident,Yes,5.7,310.0,8.0,9.461176908307142,23
3642,Chevrolet,84224,Gasoline,Automatic,Other,Black,no_accident,Yes,5.3,331.9684177611007,6.254491996079713,10.686841000982222,6
3643,BMW,66690,Gasoline,Unknown,Grey,Black,yes_accident,Yes,2.0,228.0,4.0,10.122663242288953,6
3644,Mercedes-Benz,41500,Gasoline,Automatic,White,Brown,yes_accident,Yes,3.0,362.0,6.0,10.592852589800613,6
3645,BMW,85095,Gasoline,Automatic,Black,Brown,yes_accident,Yes,4.4,445.0,8.0,10.122663242288953,10
3646,Volvo,39000,Gasoline,Unknown,Silver,Grey,yes_accident,Yes,2.5,250.0,5.0,9.792611856190192,9
3647,Tesla,20500,Unknown,Automatic,Grey,Black,no_accident,Yes,3.7039586206896553,425.0,6.254491996079713,10.747229096720554,2
3648,Ford,112000,Diesel,Automatic,Black,Black,no_accident,Yes,6.7,450.0,8.0,11.034825145816942,5
3649,Volkswagen,1716,Unknown,Automatic,Grey,Blue,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.596609732783568,1
3650,Audi,90360,Gasoline,Automatic,Black,Black,yes_accident,Yes,2.0,220.0,4.0,9.648595302907339,8
3651,Ford,82146,Gasoline,Automatic,Grey,Other,no_accident,Yes,2.3,331.9684177611007,6.254491996079713,10.336113768706666,4
3652,Ford,16850,Gasoline,Automatic,Blue,Black,yes_accident,Yes,5.0,460.0,8.0,10.62135173563291,4
3653,Honda,101000,Gasoline,Manual,Silver,Black,no_accident,Yes,2.0,240.0,4.0,10.239995502805316,21
3654,BMW,68750,Gasoline,Manual,Red,Black,no_accident,Yes,3.0,320.0,6.0,10.165851817003619,9
3655,Lamborghini,5858,Gasoline,Automatic,White,Grey,no_accident,Yes,6.5,729.0,12.0,13.105902639769198,6
3656,Dodge,143000,Gasoline,Automatic,Other,Other,no_accident,Yes,5.7,335.0,8.0,8.071218539969863,20
3657,Nissan,152270,Gasoline,Automatic,Green,Other,yes_accident,Yes,5.6,305.0,8.0,8.839421607620602,19
3658,Kia,19605,Gasoline,Automatic,White,Black,no_accident,Unknown,2.5,331.9684177611007,6.254491996079713,10.42204322236403,3
3659,Chevrolet,19200,Gasoline,Automatic,Grey,Black,no_accident,Yes,5.3,355.0,8.0,11.156250521031495,4
3660,Chevrolet,64500,Gasoline,Automatic,Other,Other,no_accident,Yes,3.4,180.0,6.0,8.682877107057168,20
3661,Toyota,149000,Gasoline,Automatic,Black,Other,no_accident,Yes,4.0,236.0,6.0,9.851983709669012,13
3662,McLaren,5918,Gasoline,Automatic,Yellow,Black,no_accident,Unknown,3.8,331.9684177611007,6.254491996079713,12.100161978566867,6
3663,Pontiac,134033,Gasoline,Automatic,Red,Other,yes_accident,Yes,5.7,285.0,8.0,8.881975184248867,27
3664,Kia,37226,Gasoline,Automatic,White,Black,no_accident,Unknown,3.3,331.9684177611007,6.254491996079713,10.463074768634808,5
3665,Ford,71924,Gasoline,Automatic,Other,Other,no_accident,Yes,1.5,179.0,4.0,9.525224101853109,7
3666,Lamborghini,5718,Gasoline,Automatic,Other,Other,no_accident,Unknown,5.2,331.9684177611007,6.254491996079713,12.542516310314644,3
3667,Jeep,122200,Gasoline,Automatic,Orange,Black,yes_accident,Yes,3.6,285.0,6.0,9.975854724662028,10
3668,Land,37248,Hybrid,Automatic,Silver,Black,no_accident,Yes,3.0,395.0,6.0,10.905974329106854,4
3669,Chevrolet,88750,Gasoline,Automatic,White,Grey,no_accident,Yes,4.8,255.0,8.0,8.824824939175638,25
3670,Cadillac,64800,Gasoline,Automatic,Black,Black,unknown,Unknown,4.4,443.0,8.0,10.114599007626499,16
3671,Ford,112180,Hybrid,Automatic,White,Black,no_accident,Unknown,2.0,331.9684177611007,6.254491996079713,9.441452092939569,10
3672,RAM,149130,Diesel,Automatic,White,Black,yes_accident,Yes,6.7,350.0,6.0,10.463131911491967,9
3673,Tesla,88000,Unknown,Automatic,Grey,White,no_accident,Yes,3.7039586206896553,425.0,6.254491996079713,10.477316144080852,4
3674,Toyota,74000,Gasoline,Automatic,White,Black,no_accident,Yes,3.5,295.0,6.0,10.238208256118535,6
3675,Ford,44460,Gasoline,Automatic,Red,Grey,no_accident,Yes,2.7,325.0,6.0,10.448743588106625,5
3676,GMC,96000,Gasoline,Automatic,Blue,Other,no_accident,Yes,3.6,281.0,6.0,9.741027444837728,9
3677,Porsche,75000,Gasoline,Manual,Silver,Black,unknown,Unknown,2.7,240.0,6.0,9.770013301136158,19
3678,Dodge,95000,Gasoline,Unknown,Black,Black,no_accident,Yes,5.7,370.0,8.0,9.792611856190192,10
3679,Land,49799,Gasoline,Automatic,Brown,Brown,no_accident,Yes,3.0,340.0,6.0,10.53212287826962,8
3680,Ford,27407,Gasoline,Manual,Silver,Red,no_accident,Yes,4.6,300.0,8.0,9.987415012471414,18
3681,Alfa,23339,Gasoline,Automatic,Other,Black,unknown,Unknown,2.0,331.9684177611007,6.254491996079713,10.452937557838887,4
3682,Tesla,74122,Unknown,Automatic,Black,Black,no_accident,Yes,3.7039586206896553,417.0,6.254491996079713,10.488520429241627,8
3683,Jaguar,50000,Gasoline,Automatic,White,Other,no_accident,Yes,4.0,290.0,8.0,8.699681400989514,27
3684,Mercedes-Benz,14745,Gasoline,Automatic,Grey,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.571291283757406,3
3685,Chevrolet,2700,Gasoline,Unknown,Blue,Blue,no_accident,Yes,6.2,490.0,8.0,11.361532645414634,3
3686,Buick,190000,Gasoline,Automatic,Other,Other,yes_accident,Yes,2.0,220.0,4.0,8.699681400989514,12
3687,Audi,90236,E85 Flex Fuel,Unknown,Grey,Black,no_accident,Yes,2.0,220.0,4.0,9.210340371976184,10
3688,Jeep,4000,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.6,285.0,6.0,10.819798284210286,4
3689,Land,2220,Hybrid,Automatic,Blue,White,no_accident,Yes,3.0,395.0,6.0,11.661345470088502,2
3690,GMC,124000,Gasoline,Automatic,Grey,Other,yes_accident,Yes,6.2,420.0,8.0,10.373522431293592,7
3691,Ford,45163,Gasoline,Automatic,Red,Other,no_accident,Yes,2.3,331.9684177611007,6.254491996079713,10.482653835144635,5
3692,Volkswagen,49400,Gasoline,Automatic,Black,Brown,no_accident,Yes,2.0,174.0,4.0,9.94755228369823,4
3693,Porsche,11256,Gasoline,Automatic,Red,Black,no_accident,Yes,3.0,379.0,6.0,11.735276702486741,4
3694,Chevrolet,13700,Gasoline,Automatic,White,Red,no_accident,Yes,6.2,490.0,8.0,11.225256725762893,3
3695,Land,174678,Gasoline,Automatic,Black,Black,no_accident,Yes,3.2,230.0,6.0,9.15915233520675,13
3696,Lexus,1600,Hybrid,Automatic,White,Black,no_accident,Yes,3.5,308.0,6.0,10.985309671896763,2
3697,Porsche,15509,Gasoline,Automatic,Green,Black,no_accident,Unknown,4.0,331.9684177611007,6.254491996079713,12.345404060459082,5
3698,Ford,69849,Gasoline,Automatic,Red,Other,no_accident,Yes,3.5,331.9684177611007,6.254491996079713,10.782076417226271,4
3699,Toyota,160000,Gasoline,Automatic,White,Other,yes_accident,Yes,4.0,236.0,6.0,9.741027444837728,16
3700,Toyota,40000,Unknown,Automatic,Silver,Black,no_accident,Yes,3.7039586206896553,151.0,6.254491996079713,9.15915233520675,8
3701,Ford,228000,Gasoline,Automatic,Red,Other,yes_accident,Yes,4.6,292.0,8.0,8.25608813381491,17
3702,GMC,187000,Unknown,Automatic,Red,Grey,yes_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,8.716207971151853,16
3703,Mercedes-Benz,102000,Gasoline,Automatic,Black,Black,no_accident,Yes,2.0,241.0,4.0,9.741027444837728,9
3704,Cadillac,48000,Gasoline,Automatic,White,Black,yes_accident,Yes,3.6,308.0,6.0,10.126471091048971,8
3705,Chrysler,163500,E85 Flex Fuel,Automatic,Grey,Other,no_accident,Yes,3.6,283.0,6.0,8.691146498539675,12
3706,Porsche,1500,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.0,379.0,6.0,11.91170829631447,1
3707,Porsche,2100,Gasoline,Manual,Yellow,Black,unknown,Unknown,4.0,414.0,6.0,11.827013315851762,3
3708,Ford,66281,Diesel,Unknown,Grey,Black,no_accident,Yes,6.7,450.0,8.0,11.05881093278828,6
3709,Ford,18000,Unknown,Automatic,Blue,Black,no_accident,Yes,3.7039586206896553,266.0,6.254491996079713,10.584055950889214,3
3710,Ford,27300,Gasoline,Automatic,Grey,Grey,no_accident,Yes,3.5,365.0,6.0,9.975854724662028,10
3711,Mazda,19319,Gasoline,Automatic,White,Black,yes_accident,Yes,2.5,331.9684177611007,6.254491996079713,10.1226230824528,4
3712,Mercedes-Benz,32936,Gasoline,Unknown,White,Other,yes_accident,Yes,5.5,563.0,8.0,11.407576060361786,8
3713,BMW,30450,Gasoline,Unknown,White,Black,no_accident,Yes,3.0,425.0,6.0,10.87804719253426,7
3714,Jeep,38200,Gasoline,Automatic,Red,Other,no_accident,Yes,3.6,285.0,6.0,10.292179440058462,7
3715,Jeep,26315,Gasoline,Automatic,Black,Black,no_accident,Yes,2.0,331.9684177611007,6.254491996079713,10.369483160384325,4
3716,Chevrolet,110000,Gasoline,Automatic,Green,Other,no_accident,Yes,4.8,270.0,8.0,9.093918908958932,21
3717,MINI,19700,Gasoline,Automatic,Silver,Black,no_accident,Yes,2.0,189.0,4.0,9.510519035757246,10
3718,Honda,192000,Gasoline,Automatic,Black,Grey,yes_accident,Yes,2.4,166.0,4.0,9.305741456739435,16
3719,Porsche,26000,Gasoline,Unknown,Grey,Red,no_accident,Yes,3.0,420.0,6.0,11.669176794031,7
3720,Subaru,98313,Gasoline,Automatic,Silver,Grey,no_accident,Yes,2.5,170.0,4.0,8.922124823918258,16
3721,Cadillac,66500,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.6,310.0,6.0,10.25769445336048,3
3722,Nissan,19877,Gasoline,Automatic,Black,Other,no_accident,Unknown,1.6,331.9684177611007,6.254491996079713,9.852194258148577,2
3723,Kia,16100,Gasoline,Automatic,Blue,Black,no_accident,Yes,2.0,146.0,4.0,10.146472946063877,3
3724,GMC,83858,Gasoline,Automatic,Blue,Grey,yes_accident,Yes,5.3,355.0,8.0,10.226802177616614,8
3725,Mercedes-Benz,24108,Gasoline,Automatic,Black,Black,no_accident,Yes,2.0,255.0,4.0,10.933124826700707,4
3726,Ford,42609,Gasoline,Automatic,Other,Other,yes_accident,Yes,2.3,331.9684177611007,6.254491996079713,10.376860499251467,4
3727,Subaru,160000,Gasoline,Automatic,White,Other,yes_accident,Yes,2.0,152.0,4.0,8.955577146281511,7
3728,INFINITI,121525,Gasoline,Automatic,Black,Black,yes_accident,Yes,5.6,400.0,8.0,10.25769445336048,7
3729,Kia,6423,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.8,291.0,6.0,10.657282884047461,1
3730,Pontiac,62310,Gasoline,Automatic,Grey,Black,no_accident,Yes,2.4,177.0,4.0,9.465060106725137,17
3731,Mazda,21444,Gasoline,Automatic,Grey,Red,no_accident,Yes,2.5,331.9684177611007,6.254491996079713,10.30881931842128,3
3732,Ford,112000,Gasoline,Automatic,White,Grey,yes_accident,Yes,3.5,310.0,6.0,10.292179440058462,9
3733,Hyundai,60000,Gasoline,Automatic,White,Other,no_accident,Yes,3.8,344.0,6.0,9.711176264112805,11
3734,Dodge,153250,Gasoline,Automatic,Silver,Black,no_accident,Yes,1.4,160.0,4.0,8.389359819906353,11
3735,Jeep,57000,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.6,285.0,6.0,10.594156665220533,5
3736,Chevrolet,140401,E85 Flex Fuel,Automatic,Red,Other,yes_accident,Yes,5.3,320.0,8.0,9.680406499268875,13
3737,Ford,5500,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.5,400.0,6.0,11.156264806643742,1
3738,Chevrolet,2010,Gasoline,Unknown,Grey,Brown,no_accident,Yes,6.2,490.0,8.0,11.39640288460621,2
3739,Tesla,24360,Unknown,Automatic,Black,White,no_accident,Yes,3.7039586206896553,271.0,6.254491996079713,10.357774570341576,6
3740,Audi,96800,Gasoline,Automatic,Grey,Black,yes_accident,Yes,2.0,211.0,4.0,9.305741456739435,11
3741,Cadillac,34988,Gasoline,Automatic,Red,Black,no_accident,Yes,3.6,318.0,6.0,9.975854724662028,10
3742,Nissan,65750,Gasoline,Automatic,Black,Grey,yes_accident,Yes,4.0,261.0,6.0,9.680093969966709,12
3743,Chevrolet,56654,Gasoline,Automatic,Red,Black,no_accident,Yes,6.2,331.9684177611007,6.254491996079713,10.68878082152957,5
3744,Lincoln,140200,Gasoline,Automatic,Black,Black,no_accident,Yes,3.7,303.0,6.0,9.259225769705994,8
3745,Chevrolet,122971,Gasoline,Automatic,Blue,Black,yes_accident,Yes,1.4,331.9684177611007,6.254491996079713,9.472704636443673,8
3746,Nissan,227010,Gasoline,Automatic,Grey,Grey,no_accident,Yes,4.0,261.0,6.0,8.25608813381491,16
3747,Ford,271000,Gasoline,Automatic,Red,Other,yes_accident,Yes,5.4,300.0,8.0,9.15915233520675,20
3748,Porsche,13800,Gasoline,Automatic,Grey,Red,no_accident,Yes,3.8,572.0,6.0,12.36308066783498,2
3749,Dodge,171079,Diesel,Automatic,Silver,Grey,no_accident,Yes,5.9,245.0,6.0,10.221977646629885,23
3750,Chevrolet,24915,Gasoline,Automatic,Other,Black,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,10.70978483102873,3
3751,Nissan,15577,Gasoline,Automatic,Blue,Other,no_accident,Unknown,1.6,331.9684177611007,6.254491996079713,9.883284845218608,2
3752,Audi,102370,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.0,333.0,6.0,9.969930509084842,10
3753,Lamborghini,16000,Gasoline,Unknown,Yellow,Black,no_accident,Yes,5.2,562.0,10.0,12.34148164933907,13
3754,Mercedes-Benz,122000,Gasoline,Automatic,White,White,no_accident,Yes,1.8,201.0,4.0,9.61587214452889,12
3755,FIAT,48500,Gasoline,Automatic,Yellow,Brown,no_accident,Yes,2.4,180.0,4.0,9.680344001221918,8
3756,Ford,53500,Gasoline,Automatic,Brown,Other,yes_accident,Yes,2.7,325.0,6.0,10.357774570341576,6
3757,Ford,315000,Diesel,Automatic,White,Grey,no_accident,Yes,6.0,325.0,8.0,9.127067452782361,20
3758,Ford,158000,Gasoline,Automatic,White,Grey,yes_accident,Yes,6.8,305.0,10.0,9.04793908261736,18
3759,Kia,43850,Gasoline,Automatic,Black,Black,yes_accident,Yes,3.3,290.0,6.0,10.308985993422082,5
3760,Mercedes-Benz,73500,Gasoline,Automatic,White,Black,no_accident,Yes,2.0,241.0,4.0,9.852246888342531,9
3761,Nissan,153350,Gasoline,Automatic,Black,Black,yes_accident,Yes,2.5,182.0,4.0,9.105090961257085,10
3762,Volkswagen,74000,Gasoline,Automatic,White,Silver,no_accident,Yes,2.0,184.0,4.0,10.146472946063877,5
3763,BMW,52000,Gasoline,Unknown,White,Other,no_accident,Yes,2.0,240.0,4.0,9.770013301136158,11
3764,Audi,250,Unknown,Automatic,Grey,Black,no_accident,Yes,3.7039586206896553,295.0,6.254491996079713,10.859018228147887,2
3765,Nissan,145000,Gasoline,Automatic,Silver,Grey,yes_accident,Yes,3.5,284.0,6.0,9.04793908261736,7
3766,Subaru,40971,Gasoline,Unknown,Blue,Brown,no_accident,Yes,2.4,260.0,4.0,10.389026137075234,4
3767,Ford,248000,E85 Flex Fuel,Automatic,Silver,Other,yes_accident,Yes,5.4,255.0,8.0,9.546884034617925,14
3768,GMC,940,Unknown,Automatic,White,Black,unknown,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.891368749982085,1
3769,BMW,38000,Gasoline,Automatic,White,Black,no_accident,Yes,3.0,453.0,6.0,11.010415172807951,6
3770,Acura,128000,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.5,290.0,6.0,9.87822102528824,8
3771,Chevrolet,7455,Gasoline,Automatic,Blue,Black,no_accident,Unknown,6.2,331.9684177611007,6.254491996079713,11.141731340289432,2
3772,Jeep,137790,Gasoline,Manual,Red,Other,no_accident,Yes,2.5,120.0,4.0,9.392745258631441,25
3773,Ford,92000,Gasoline,Automatic,White,Black,no_accident,Yes,2.7,315.0,6.0,9.903287532533462,8
3774,Porsche,21450,Gasoline,Manual,Black,Black,no_accident,Yes,3.4,300.0,6.0,10.491301994830229,23
3775,Nissan,43875,Gasoline,Automatic,Black,Other,yes_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.29977736270884,3
3776,Pontiac,81327,Gasoline,Unknown,Black,Black,no_accident,Yes,6.0,355.0,8.0,9.770013301136158,15
3777,Mercedes-Benz,72836,Gasoline,Automatic,White,Other,no_accident,Yes,2.0,255.0,4.0,10.62135173563291,3
3778,McLaren,5072,Gasoline,Automatic,Black,Red,no_accident,Yes,4.0,331.9684177611007,6.254491996079713,12.5423698668371,4
3779,Jeep,161900,E85 Flex Fuel,Automatic,Blue,Grey,yes_accident,Yes,4.7,235.0,8.0,8.476579508530941,17
3780,Audi,24500,Hybrid,Unknown,White,Black,no_accident,Yes,2.0,261.0,4.0,10.757924157061597,2
3781,BMW,14993,Gasoline,Automatic,Grey,Black,no_accident,Yes,4.4,456.0,8.0,10.712215345197256,6
3782,Volkswagen,96000,Gasoline,Automatic,Orange,White,yes_accident,Yes,1.4,147.0,4.0,9.614538010517382,5
3783,Porsche,7900,Unknown,Automatic,Red,Other,no_accident,Yes,3.7039586206896553,482.0,6.254491996079713,11.58989576532275,2
3784,Cadillac,35566,Gasoline,Automatic,White,Other,yes_accident,Yes,2.0,265.0,4.0,10.165890277802454,5
3785,Lexus,113000,Gasoline,Automatic,Black,Black,yes_accident,Yes,5.0,416.0,8.0,10.434145214930487,16
3786,Ford,20678,Gasoline,Automatic,Red,Black,no_accident,Yes,2.3,300.0,4.0,10.736418414365376,2
3787,Porsche,10900,Gasoline,Manual,Black,Black,no_accident,Yes,3.6,480.0,6.0,11.767575435251748,16
3788,Buick,19079,Hybrid,Automatic,Gold,Other,no_accident,Yes,2.4,182.0,4.0,9.680093969966709,12
3789,Mazda,155500,Gasoline,Automatic,Blue,Black,yes_accident,Yes,1.3,212.0,6.254491996079713,8.824824939175638,16
3790,Ford,35500,Gasoline,Automatic,White,Black,no_accident,Yes,5.0,460.0,8.0,10.382853468483827,5
3791,Mazda,52253,Gasoline,Automatic,White,Black,yes_accident,Yes,2.5,331.9684177611007,6.254491996079713,10.135233992657605,3
3792,Ford,110000,Gasoline,Automatic,White,Grey,yes_accident,Yes,3.0,148.0,6.0,9.04793908261736,20
3793,Volkswagen,59250,Gasoline,Unknown,Grey,Black,no_accident,Yes,2.0,220.0,4.0,9.852194258148577,8
3794,Ford,39000,Gasoline,Automatic,Black,Other,unknown,Unknown,3.9,280.0,8.0,9.99884318585288,20
3795,Hummer,155000,Gasoline,Automatic,Green,Black,yes_accident,Yes,6.2,393.0,8.0,10.518700218288165,16
3796,BMW,39250,Gasoline,Automatic,Black,Other,no_accident,Yes,3.0,300.0,6.0,10.27163147557801,7
3797,BMW,23647,Gasoline,Automatic,Black,Other,no_accident,Yes,2.0,331.9684177611007,6.254491996079713,10.545315122572783,4
3798,Hyundai,127941,Gasoline,Automatic,Silver,Grey,no_accident,Yes,1.6,138.0,4.0,8.922791623969637,10
3799,RAM,124000,Gasoline,Automatic,Black,Black,no_accident,Yes,5.7,395.0,8.0,10.120653272163802,10
3800,Ford,1500,Gasoline,Manual,Red,Other,no_accident,Yes,2.3,275.0,4.0,11.002116507732017,1
3801,MINI,70700,Gasoline,Automatic,White,Black,no_accident,Yes,1.6,181.0,4.0,9.664659134301736,10
3802,Cadillac,113395,E85 Flex Fuel,Automatic,Other,Other,yes_accident,Yes,6.2,403.0,8.0,9.841665338892785,11
3803,Mercedes-Benz,18815,Gasoline,Automatic,Black,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,11.034873534864897,2
3804,Toyota,65000,Gasoline,Automatic,Grey,Red,no_accident,Yes,4.0,270.0,6.0,10.239959789157341,10
