brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
Lexus,26100,Gasoline,Automatic,Grey,Red,None reported,Yes,37899,7,295.0,3.5,6.0
BMW,58880,Gasoline,Automatic,White,Brown,None reported,Yes,21000,8,248.0,2.0,4.0
Cadillac,26000,Gasoline,Automatic,Black,Black,None reported,Yes,104000,4,420.0,6.2,8.0
Honda,190640,Gasoline,Manual,Silver,Silver,Accident reported,Yes,5500,17,140.0,1.8,4.0
Porsche,37500,Gasoline,Automatic,White,Black,None reported,Yes,59900,5,335.0,3.0,6.0
Ford,13856,Unknown,Automatic,White,Black,None reported,Yes,54000,3,480.0,,
Cadillac,225000,Gasoline,Automatic,Blue,Black,None reported,Yes,13600,12,202.0,2.5,4.0
Lexus,123256,Gasoline,Automatic,White,Other,None reported,Yes,24995,11,386.0,4.6,8.0
Cadillac,11459,Gasoline,Automatic,White,Brown,None reported,Yes,88900,4,420.0,6.2,8.0
Mercedes-Benz,67289,Gasoline,Automatic,White,Grey,None reported,Yes,20490,9,241.0,2.0,4.0
Hyundai,56837,Gasoline,Unknown,Silver,Black,Accident reported,Yes,10500,12,132.0,1.6,4.0
Chevrolet,44168,Gasoline,Automatic,Orange,Black,None reported,Yes,30000,23,350.0,5.7,8.0
Mercedes-Benz,59766,Gasoline,Automatic,Blue,Other,None reported,Unknown,26900,6,,2.0,
Kia,56300,Gasoline,Automatic,Silver,Black,None reported,Yes,29950,7,365.0,3.3,6.0
Volvo,167000,Gasoline,Manual,Black,Other,None reported,Yes,8000,21,300.0,2.5,5.0
Chevrolet,122770,E85 Flex Fuel,Automatic,Brown,Black,None reported,Yes,27499,10,360.0,6.0,8.0
Land,59271,Gasoline,Automatic,Black,Black,None reported,Yes,54995,6,380.0,3.0,6.0
GMC,102000,Gasoline,Automatic,Silver,Black,Accident reported,Yes,24500,10,355.0,5.3,8.0
Chevrolet,40929,Gasoline,Automatic,Red,Black,Accident reported,Yes,44800,5,,5.3,
Porsche,22000,Gasoline,Automatic,White,Other,None reported,Yes,174900,6,580.0,3.8,6.0
Chevrolet,19200,Gasoline,Automatic,White,Black,None reported,Yes,69790,3,420.0,6.2,8.0
Mercedes-Benz,32376,Gasoline,Automatic,Black,Black,None reported,Yes,128000,6,416.0,4.0,8.0
Porsche,19800,Gasoline,Automatic,Silver,Black,None reported,Yes,134900,2,379.0,3.0,6.0
Land,105000,Gasoline,Automatic,Black,Black,None reported,Yes,10000,14,375.0,5.0,8.0
Ford,122650,Diesel,Automatic,Grey,Black,None reported,Yes,38900,9,440.0,6.7,8.0
Subaru,14000,Gasoline,Manual,White,Black,None reported,Yes,34999,3,228.0,2.4,4.0
Lexus,100868,Gasoline,Automatic,Black,Other,None reported,Yes,15397,17,380.0,4.6,8.0
Land,111000,Gasoline,Automatic,Black,Black,Accident reported,Yes,15000,12,375.0,5.0,8.0
Cadillac,38500,Gasoline,Automatic,White,Black,Accident reported,Yes,94995,4,420.0,6.2,8.0
Nissan,41250,Gasoline,Automatic,White,Other,None reported,Yes,21865,5,284.0,3.5,6.0
MINI,99600,Gasoline,Automatic,Orange,Black,None reported,Yes,5500,19,168.0,1.6,4.0
Acura,198000,Gasoline,Unknown,White,Black,Accident reported,Yes,11000,12,150.0,2.0,4.0
Lexus,20598,Gasoline,Automatic,Silver,Grey,Accident reported,Unknown,42599,4,,3.5,
Porsche,52044,Gasoline,Manual,White,Grey,None reported,Yes,76500,12,400.0,3.8,6.0
MINI,23777,Gasoline,Manual,Grey,Black,None reported,Yes,30000,3,189.0,2.0,4.0
Ford,60660,Gasoline,Automatic,Gold,Black,Accident reported,Yes,46900,7,375.0,3.5,6.0
BMW,26000,Unknown,Automatic,White,Other,None reported,Yes,14999,10,170.0,0.65,
Mazda,61000,Gasoline,Unknown,Grey,Black,None reported,Yes,21800,7,187.0,2.5,4.0
Lexus,53750,Gasoline,Automatic,Black,Red,None reported,Yes,32600,5,295.0,3.5,6.0
BMW,13735,Gasoline,Automatic,Black,Black,None reported,Unknown,77897,2,,4.4,
Mercedes-Benz,32580,Gasoline,Automatic,Black,Other,None reported,Unknown,33998,6,,,
Porsche,96275,Gasoline,Manual,Silver,Black,Accident reported,Yes,52500,19,325.0,3.6,6.0
Ford,162000,Diesel,Unknown,Red,Other,None reported,Yes,32000,10,440.0,6.7,8.0
BMW,92040,Gasoline,Automatic,White,Black,None reported,Yes,24999,6,,2.0,
RAM,73690,Gasoline,Automatic,Blue,Grey,Accident reported,Yes,27000,8,395.0,5.7,8.0
Toyota,48750,Gasoline,Manual,Brown,Silver,None reported,Yes,17900,16,159.0,2.7,4.0
Cadillac,124542,Gasoline,Automatic,Grey,Other,None reported,Yes,8450,14,265.0,3.0,6.0
Ford,69000,Gasoline,Automatic,White,Black,None reported,Yes,20000,15,315.0,4.6,8.0
Dodge,148000,Diesel,Automatic,Black,Other,None reported,Yes,19000,21,250.0,5.9,6.0
BMW,122141,Gasoline,Manual,Silver,Black,None reported,Yes,10500,19,360.0,4.8,8.0
Subaru,106000,Gasoline,Manual,Black,Black,None reported,Yes,15000,13,265.0,2.5,4.0
Ford,113294,Gasoline,Automatic,Grey,Black,Accident reported,Yes,16500,8,245.0,2.0,4.0
Kia,24423,Gasoline,Automatic,Black,Black,None reported,Unknown,44315,4,,3.8,
Tesla,28000,Unknown,Automatic,Grey,White,None reported,Yes,68750,3,670.0,,
RAM,54800,Gasoline,Automatic,White,Black,Accident reported,Yes,37050,7,395.0,5.7,8.0
Ford,161000,Gasoline,Automatic,Grey,Black,None reported,Yes,17500,8,290.0,3.5,6.0
Mercedes-Benz,28755,Gasoline,Automatic,Black,Black,None reported,Yes,61350,6,385.0,3.0,6.0
Audi,52105,E85 Flex Fuel,Automatic,White,Other,Accident reported,Yes,20499,9,220.0,2.0,4.0
Nissan,119950,Gasoline,Unknown,Black,Black,None reported,Yes,20999,7,390.0,5.6,8.0
Mercedes-Benz,80081,Gasoline,Automatic,White,Other,None reported,Yes,12500,22,302.0,5.0,8.0
Bentley,24500,Gasoline,Automatic,White,White,None reported,Yes,165000,4,542.0,4.0,8.0
Jeep,4100,Gasoline,Automatic,Black,Black,None reported,Yes,55000,4,285.0,3.6,6.0
BMW,9670,Gasoline,Unknown,Blue,Black,None reported,Yes,103500,5,444.0,3.0,6.0
Dodge,63250,Gasoline,Automatic,Red,Black,None reported,Yes,18650,8,292.0,3.6,6.0
Lincoln,69431,Gasoline,Automatic,Silver,Black,None reported,Yes,26500,8,335.0,2.7,6.0
Toyota,108044,Gasoline,Automatic,Black,Other,None reported,Yes,31380,10,,5.7,
BMW,98000,Gasoline,Unknown,Black,Brown,None reported,Yes,13998,17,300.0,3.0,6.0
BMW,52253,Gasoline,Unknown,White,Black,None reported,Yes,34500,6,228.0,2.0,4.0
Ford,23850,Diesel,Automatic,Silver,Black,None reported,Yes,99750,3,475.0,6.7,8.0
Mercedes-Benz,1500,Diesel,Automatic,White,Grey,None reported,Yes,39500,10,188.0,3.0,6.0
Dodge,40000,Gasoline,Automatic,Black,Black,None reported,Yes,32500,4,303.0,3.6,6.0
Audi,38718,Gasoline,Automatic,Black,Black,None reported,Yes,31000,13,333.0,3.0,6.0
Toyota,84184,Gasoline,Automatic,Grey,Other,None reported,Unknown,35998,7,,,
Mercedes-Benz,13344,Diesel,Automatic,Red,Black,None reported,Yes,56500,4,188.0,3.0,6.0
INFINITI,51850,Gasoline,Unknown,Black,Black,None reported,Yes,28900,7,400.0,3.0,6.0
Porsche,119500,Gasoline,Manual,Black,Black,Accident reported,Yes,36995,23,320.0,3.6,6.0
Ford,30918,Gasoline,Automatic,White,Other,None reported,Yes,51999,4,375.0,3.5,6.0
Chevrolet,1100,Gasoline,Automatic,Grey,Other,None reported,Yes,92000,2,490.0,6.2,8.0
Mercedes-Benz,40000,Gasoline,Automatic,Blue,Black,None reported,Yes,27900,6,255.0,2.0,4.0
Jeep,100500,Gasoline,Automatic,Black,Grey,None reported,Yes,9998,20,325.0,5.7,8.0
Dodge,54320,Gasoline,Automatic,Grey,Black,Accident reported,Yes,67000,5,707.0,6.2,8.0
Mercedes-Benz,49000,Gasoline,Automatic,Black,Black,None reported,Yes,23450,7,241.0,2.0,4.0
Porsche,28000,Gasoline,Automatic,Grey,Black,None reported,Yes,134999,5,443.0,3.0,6.0
Porsche,1750,Gasoline,Automatic,White,Black,None reported,Yes,275000,3,502.0,4.0,6.0
Cadillac,130000,Gasoline,Automatic,Gold,Other,Accident reported,Yes,3499,18,275.0,4.6,8.0
Maserati,3721,Gasoline,Automatic,White,Red,None reported,Yes,69645,2,,2.0,
Mercedes-Benz,78101,Gasoline,Automatic,Black,Black,None reported,Yes,34500,9,449.0,4.7,8.0
Chevrolet,54000,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,16000,8,160.0,1.5,4.0
Nissan,185000,Gasoline,Automatic,White,Grey,Accident reported,Yes,7500,14,260.0,3.5,6.0
Mercedes-Benz,49000,Gasoline,Automatic,Blue,Other,None reported,Yes,23500,10,201.0,1.8,4.0
GMC,2043,Gasoline,Automatic,White,Black,None reported,Yes,81500,1,401.0,6.6,8.0
Lexus,71750,Gasoline,Automatic,Black,Brown,None reported,Yes,28000,9,295.0,3.5,6.0
Chevrolet,5194,Gasoline,Automatic,White,Other,None reported,Unknown,87500,5,,6.2,
BMW,42200,Gasoline,Automatic,White,Black,None reported,Yes,27500,6,255.0,2.0,4.0
Mercedes-Benz,42717,Gasoline,Automatic,Gold,Other,None reported,Yes,33500,5,255.0,2.0,4.0
Tesla,102260,Unknown,Automatic,White,Black,None reported,Yes,31300,9,518.0,,
Chevrolet,11089,Gasoline,Manual,Silver,Red,None reported,Unknown,80900,3,,6.2,
Jaguar,37777,Gasoline,Unknown,Black,Black,None reported,Yes,32500,7,247.0,2.0,4.0
Ford,35921,Gasoline,Automatic,Blue,Black,None reported,Unknown,42995,4,,2.7,
Ford,1800,Gasoline,Automatic,Grey,Blue,Unknown,Unknown,54900,2,275.0,2.3,4.0
Scion,163019,Gasoline,Manual,Black,Black,Accident reported,Yes,8900,11,200.0,2.0,4.0
Mercedes-Benz,14220,Gasoline,Automatic,Blue,Other,None reported,Yes,35500,5,255.0,2.0,4.0
Chevrolet,48879,Gasoline,Automatic,Silver,Black,None reported,Unknown,49573,6,,5.3,
BMW,117200,Gasoline,Automatic,Black,Black,None reported,Yes,15000,23,333.0,3.2,6.0
Ford,25000,E85 Flex Fuel,Automatic,Grey,Black,None reported,Yes,65000,9,385.0,5.0,8.0
BMW,74500,Unknown,Automatic,White,Grey,None reported,Yes,11499,11,170.0,0.65,
INFINITI,33300,Gasoline,Automatic,Grey,Black,None reported,Yes,21990,12,328.0,3.7,6.0
Ford,123921,Gasoline,Automatic,White,Other,None reported,Yes,6900,18,300.0,5.4,8.0
BMW,12800,Gasoline,Automatic,Blue,Blue,None reported,Yes,39990,4,248.0,2.0,4.0
Aston,21100,Gasoline,Manual,Black,Black,None reported,Yes,80000,10,430.0,4.7,8.0
Chevrolet,104733,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,15000,16,320.0,5.3,8.0
Ford,53000,Gasoline,Automatic,White,Black,Accident reported,Yes,38500,5,310.0,3.5,6.0
Lexus,17570,Gasoline,Automatic,White,Black,None reported,Unknown,39998,4,,,
RAM,63875,Hybrid,Automatic,Grey,Black,Accident reported,Yes,41900,5,395.0,5.7,8.0
Ford,12500,Hybrid,Automatic,Silver,Black,None reported,Yes,29999,2,191.0,2.5,4.0
BMW,103990,Gasoline,Manual,Black,Other,None reported,Yes,10500,24,225.0,3.0,6.0
Chevrolet,7000,Gasoline,Manual,Blue,Black,None reported,Yes,50000,3,455.0,6.2,8.0
Chevrolet,9000,Gasoline,Automatic,Blue,Black,None reported,Yes,92000,2,490.0,6.2,8.0
Pontiac,7800,Gasoline,Automatic,Silver,Black,None reported,Yes,19000,18,260.0,2.0,4.0
Cadillac,69289,Gasoline,Automatic,Grey,Black,Accident reported,Yes,20997,8,304.0,3.6,6.0
Toyota,106000,Gasoline,Automatic,White,Grey,Accident reported,Yes,16600,14,270.0,3.5,6.0
Lincoln,68000,Gasoline,Automatic,Black,Grey,Accident reported,Yes,55999,5,450.0,3.5,6.0
Toyota,13828,Hybrid,Automatic,Blue,Black,None reported,Yes,43000,6,306.0,3.5,6.0
Audi,39600,Gasoline,Unknown,White,Black,None reported,Yes,26999,7,220.0,2.0,4.0
Jeep,92000,Gasoline,Manual,Gold,Black,None reported,Yes,12500,22,150.0,2.4,4.0
Toyota,5020,Gasoline,Automatic,Black,Grey,None reported,Yes,36500,3,278.0,3.5,6.0
Chevrolet,107800,Gasoline,Automatic,Black,Black,Accident reported,Yes,15000,18,395.0,6.0,8.0
Audi,23827,Gasoline,Automatic,Grey,Black,None reported,Yes,34995,6,248.0,2.0,4.0
Audi,25300,Hybrid,Automatic,White,Other,None reported,Yes,39900,5,335.0,3.0,6.0
Mercedes-Benz,399000,Diesel,Automatic,Silver,Other,Accident reported,Yes,24500,9,188.0,3.0,6.0
Porsche,46200,Gasoline,Manual,Silver,Black,None reported,Yes,49999,20,325.0,3.6,6.0
Chevrolet,3158,Gasoline,Automatic,Red,Red,None reported,Yes,85989,3,490.0,6.2,8.0
GMC,26000,Gasoline,Automatic,White,Black,None reported,Yes,30900,4,228.0,2.0,4.0
Porsche,12758,Gasoline,Automatic,Silver,Black,None reported,Yes,107900,5,379.0,3.0,6.0
Chevrolet,123500,Gasoline,Unknown,Red,Other,Accident reported,Yes,27000,18,400.0,6.0,8.0
Ford,26840,Gasoline,Manual,White,Black,None reported,Yes,42500,7,460.0,5.0,8.0
Ford,17836,Gasoline,Automatic,Silver,Other,None reported,Yes,31933,4,,2.0,
Cadillac,114500,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,16100,13,403.0,6.2,8.0
Chevrolet,5400,Gasoline,Automatic,White,Black,None reported,Yes,89900,3,490.0,6.2,8.0
Toyota,17500,Gasoline,Automatic,Red,Grey,None reported,Yes,15100,9,132.0,1.8,4.0
Chevrolet,56000,Gasoline,Automatic,Blue,Other,None reported,Yes,44600,8,285.0,4.8,8.0
Chevrolet,20800,Gasoline,Automatic,Black,Other,None reported,Yes,19000,5,138.0,1.4,4.0
Volkswagen,107543,Gasoline,Unknown,Black,Black,None reported,Yes,13200,10,170.0,1.8,4.0
Nissan,206000,Gasoline,Unknown,Black,Black,None reported,Yes,5000,13,266.0,4.0,6.0
Ford,37100,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,46000,7,395.0,5.0,8.0
Land,19813,Gasoline,Automatic,Silver,Other,None reported,Yes,51900,6,380.0,3.0,6.0
Kia,208321,Gasoline,Automatic,White,Other,None reported,Yes,3500,15,173.0,2.7,6.0
Lexus,200000,Gasoline,Unknown,White,Other,Accident reported,Yes,9995,13,380.0,4.6,8.0
MINI,66000,Gasoline,Automatic,White,Black,None reported,Yes,10999,13,181.0,1.6,4.0
Bentley,41000,Gasoline,Automatic,Grey,Grey,None reported,Yes,113000,7,600.0,6.0,12.0
Volvo,20623,Gasoline,Automatic,Silver,Black,None reported,Yes,36800,6,330.0,2.0,4.0
Ford,86000,Gasoline,Unknown,Black,Black,None reported,Yes,26900,7,290.0,3.5,6.0
Porsche,1766,Gasoline,Automatic,Other,Black,None reported,Unknown,209995,3,,4.0,
Mercedes-Benz,51354,Gasoline,Automatic,Blue,Black,None reported,Yes,73000,9,416.0,4.0,8.0
Jeep,38000,Gasoline,Unknown,Grey,Black,None reported,Yes,72980,4,470.0,6.4,8.0
Toyota,161000,Hybrid,Automatic,Blue,Grey,None reported,Yes,11500,10,200.0,2.5,4.0
Nissan,74750,Gasoline,Automatic,Black,Black,None reported,Yes,12500,13,188.0,1.6,4.0
Porsche,67522,Gasoline,Automatic,Grey,Black,Accident reported,Yes,59500,12,350.0,3.4,6.0
MINI,152000,Gasoline,Automatic,White,Black,None reported,Yes,9000,13,181.0,1.6,4.0
Subaru,71273,Gasoline,Automatic,Black,Brown,None reported,Yes,23900,6,260.0,2.4,4.0
Subaru,37800,Gasoline,Manual,Blue,Black,None reported,Yes,32500,8,305.0,2.5,4.0
Land,42000,Gasoline,Unknown,White,Black,None reported,Yes,48990,6,340.0,3.0,6.0
Kia,10101,Hybrid,Automatic,White,Other,None reported,Yes,44990,3,261.0,1.6,4.0
Chevrolet,7900,Gasoline,Automatic,White,Red,None reported,Yes,92500,3,490.0,6.2,8.0
Tesla,45468,Unknown,Automatic,Silver,White,None reported,Yes,45999,5,455.0,,
Nissan,187141,Gasoline,Automatic,Black,Black,None reported,Yes,16995,8,390.0,5.6,8.0
Porsche,99100,Gasoline,Automatic,White,Black,None reported,Yes,32000,11,550.0,4.8,8.0
Subaru,33500,Gasoline,Automatic,Blue,Brown,None reported,Yes,34000,4,260.0,2.4,4.0
Acura,102665,Gasoline,Automatic,Black,Black,None reported,Yes,15450,9,310.0,3.5,6.0
Ford,52675,Gasoline,Manual,Black,Black,None reported,Yes,16995,24,260.0,4.6,8.0
BMW,59203,Gasoline,Automatic,White,Other,None reported,Yes,23000,8,248.0,2.0,4.0
Mercedes-Benz,60100,Gasoline,Automatic,Black,Black,None reported,Yes,27000,16,382.0,5.5,8.0
Audi,43238,Gasoline,Unknown,Black,Red,None reported,Yes,76400,4,500.0,4.0,8.0
MINI,118000,Gasoline,Automatic,Other,Black,None reported,Yes,3600,18,172.0,1.6,4.0
Ford,17300,Gasoline,Automatic,Yellow,Black,None reported,Yes,31000,4,310.0,2.3,4.0
Audi,64800,Gasoline,Automatic,White,Brown,None reported,Yes,50000,9,560.0,4.0,8.0
Mercedes-Benz,1408,Gasoline,Automatic,Blue,Other,None reported,Unknown,46798,3,,,
Volkswagen,15167,Diesel,Automatic,Gold,Black,None reported,Yes,35000,10,240.0,3.0,6.0
Porsche,64600,Gasoline,Automatic,White,Red,None reported,Yes,41000,9,440.0,3.6,6.0
Jeep,31112,Gasoline,Automatic,Black,Black,None reported,Yes,83000,3,471.0,6.4,8.0
Tesla,23250,Unknown,Automatic,Grey,White,None reported,Yes,57000,7,518.0,,
MINI,63500,Gasoline,Manual,Silver,Black,None reported,Yes,10500,14,181.0,1.6,4.0
RAM,13464,Gasoline,Automatic,Black,Black,None reported,Unknown,46999,3,,5.7,
Chevrolet,64776,Gasoline,Automatic,Black,Grey,None reported,Yes,7500,24,200.0,3.8,6.0
Jeep,9601,Gasoline,Automatic,Grey,Black,None reported,Unknown,33498,3,,3.2,
BMW,135000,Gasoline,Automatic,Black,Black,Accident reported,Yes,14000,12,445.0,4.4,8.0
Volvo,208864,Gasoline,Automatic,White,Other,Accident reported,Yes,7500,12,240.0,3.2,6.0
INFINITI,49872,Gasoline,Automatic,Grey,Black,Accident reported,Yes,21500,9,300.0,3.0,6.0
MINI,90367,Gasoline,Manual,Red,Black,None reported,Yes,9250,16,118.0,1.6,4.0
Porsche,36670,Gasoline,Unknown,White,Black,None reported,Yes,82499,11,400.0,3.8,6.0
Jeep,3752,Gasoline,Automatic,Other,Black,None reported,Yes,84620,2,,6.4,
Lexus,30761,Gasoline,Automatic,White,Black,None reported,Unknown,44950,4,,3.5,
RAM,13438,Gasoline,Automatic,Black,Black,None reported,Unknown,46599,3,,5.7,
Jeep,9100,Gasoline,Automatic,Red,Black,None reported,Yes,49895,5,285.0,3.6,6.0
Chrysler,100600,Unknown,Automatic,Black,Black,None reported,Yes,10000,8,,,
Ford,223824,Hybrid,Automatic,White,Brown,Accident reported,Yes,4500,14,156.0,2.5,4.0
Audi,96000,Gasoline,Automatic,Black,Black,None reported,Yes,21990,9,252.0,2.0,4.0
Chevrolet,185000,Gasoline,Automatic,Red,Grey,Accident reported,Yes,10500,21,295.0,5.3,8.0
Porsche,6900,Unknown,Automatic,White,Other,None reported,Yes,79999,4,375.0,,
Honda,96400,Hybrid,Automatic,White,Other,Accident reported,Yes,18500,8,212.0,2.0,4.0
RAM,67865,Gasoline,Automatic,White,Grey,None reported,Yes,36500,7,410.0,6.4,8.0
Land,64300,E85 Flex Fuel,Unknown,Blue,Black,None reported,Yes,44850,10,550.0,5.0,8.0
Chevrolet,76500,Gasoline,Automatic,White,Black,None reported,Yes,33500,7,308.0,3.6,6.0
GMC,96343,Diesel,Automatic,Blue,Other,Accident reported,Yes,53000,8,445.0,6.6,8.0
Subaru,74600,Gasoline,Unknown,Blue,Black,None reported,Yes,24000,7,152.0,2.0,4.0
Subaru,157530,Gasoline,Automatic,Blue,Black,Accident reported,Yes,9995,11,,2.5,
Tesla,15000,Unknown,Automatic,White,White,None reported,Yes,95999,3,1020.0,,
Jeep,80000,Gasoline,Automatic,Orange,Black,None reported,Yes,30000,13,285.0,3.6,6.0
Tesla,83424,Unknown,Automatic,Grey,Other,None reported,Yes,45000,7,518.0,,
Mercedes-Benz,19000,Gasoline,Automatic,Blue,Other,None reported,Yes,37999,4,255.0,2.0,4.0
Porsche,64000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,67000,12,400.0,3.8,6.0
Mercedes-Benz,34068,Gasoline,Automatic,White,Other,None reported,Yes,46900,6,362.0,3.0,6.0
Buick,20104,Gasoline,Automatic,Other,Other,None reported,Yes,33295,4,,2.0,
Nissan,8400,Gasoline,Automatic,Red,Other,None reported,Yes,59950,3,400.0,5.6,8.0
Porsche,11938,Gasoline,Unknown,Black,Other,Unknown,Unknown,209000,4,572.0,3.8,6.0
Chevrolet,24670,Gasoline,Unknown,White,Brown,None reported,Yes,72500,4,490.0,6.2,8.0
Ford,16478,Gasoline,Manual,White,Black,None reported,Yes,66400,12,650.0,5.8,8.0
Ford,52500,E85 Flex Fuel,Automatic,Grey,Grey,None reported,Yes,35000,7,395.0,5.0,8.0
Porsche,92500,Gasoline,Unknown,Silver,Black,None reported,Yes,12000,21,450.0,4.5,8.0
Mitsubishi,62930,Gasoline,Automatic,Grey,Black,Accident reported,Yes,10000,17,260.0,3.8,6.0
Lexus,116600,Gasoline,Automatic,White,Grey,None reported,Yes,19975,18,263.0,4.7,8.0
Dodge,172024,Gasoline,Automatic,Red,Brown,Accident reported,Yes,7500,15,210.0,3.7,6.0
Jeep,57237,Gasoline,Automatic,Black,Black,None reported,Yes,22500,13,285.0,3.6,6.0
Subaru,44600,Gasoline,Automatic,Silver,Grey,None reported,Yes,28300,5,182.0,2.5,4.0
Jeep,181830,Gasoline,Manual,Black,Black,None reported,Yes,21000,12,285.0,3.6,6.0
Subaru,39948,Gasoline,Automatic,Silver,Black,None reported,Yes,36791,4,,2.4,
Ford,156453,Diesel,Automatic,White,Other,None reported,Yes,40000,8,440.0,6.7,8.0
Porsche,156193,Gasoline,Automatic,Silver,Black,None reported,Yes,36000,11,550.0,4.8,8.0
BMW,27989,Gasoline,Automatic,Grey,Black,None reported,Yes,29000,5,228.0,2.0,4.0
Toyota,146700,Gasoline,Automatic,Blue,Black,Accident reported,Yes,24999,11,270.0,4.0,6.0
GMC,88450,Gasoline,Automatic,Black,Other,Accident reported,Yes,42900,6,420.0,6.2,8.0
Toyota,14065,Gasoline,Automatic,Grey,Black,Accident reported,Yes,27671,5,,2.0,
Subaru,36844,Gasoline,Automatic,Grey,Black,Accident reported,Unknown,30427,5,,2.4,
Chevrolet,49000,Gasoline,Automatic,White,Black,None reported,Yes,44900,5,355.0,5.3,8.0
BMW,58000,Gasoline,Automatic,White,Black,None reported,Yes,17900,12,400.0,4.4,8.0
Audi,22800,Hybrid,Automatic,Blue,Brown,None reported,Yes,52000,4,335.0,3.0,6.0
Subaru,78007,Gasoline,Automatic,Blue,Black,None reported,Yes,14750,11,173.0,2.5,4.0
Ford,36500,Diesel,Automatic,Grey,Brown,None reported,Yes,69900,5,475.0,6.7,8.0
Honda,156350,Gasoline,Automatic,Brown,Other,Accident reported,Yes,3990,21,160.0,2.4,4.0
Lexus,17710,Gasoline,Automatic,White,Red,None reported,Yes,59000,4,301.0,4.6,8.0
Ford,149000,Gasoline,Automatic,Brown,Other,Accident reported,Yes,7850,12,290.0,3.5,6.0
Subaru,90000,Gasoline,Automatic,Silver,Grey,None reported,Yes,16000,10,170.0,2.5,4.0
Ford,9990,Gasoline,Unknown,Silver,Black,None reported,Yes,64500,3,315.0,2.7,6.0
Mercedes-Benz,28663,Gasoline,Automatic,Red,Black,None reported,Unknown,29500,6,,2.0,
Lexus,124250,Gasoline,Automatic,Grey,Orange,Accident reported,Yes,17900,10,235.0,2.0,4.0
Ford,50780,Diesel,Automatic,White,Black,None reported,Yes,61000,8,440.0,6.7,8.0
Porsche,65000,Gasoline,Manual,Blue,Grey,Unknown,Unknown,43000,19,355.0,3.8,6.0
Tesla,22457,Unknown,Automatic,Silver,Black,None reported,Unknown,40036,3,,,
Toyota,19361,Gasoline,Automatic,Red,Black,None reported,Unknown,38298,3,,,
BMW,43000,Unknown,Automatic,Black,Other,None reported,Yes,16500,8,170.0,0.65,
Ford,115000,Unknown,Automatic,Red,Grey,None reported,Yes,21900,32,,,
Porsche,2076,Unknown,Automatic,Grey,Red,None reported,Unknown,115998,5,,,
Porsche,9712,Gasoline,Automatic,Red,Black,None reported,Unknown,188900,7,,4.0,
Mercedes-Benz,131000,Gasoline,Automatic,Grey,Black,None reported,Yes,16500,20,469.0,5.4,8.0
Toyota,31000,Gasoline,Unknown,Grey,Grey,None reported,Yes,43000,3,295.0,3.5,6.0
Volvo,24158,Hybrid,Automatic,Grey,Black,None reported,Yes,44900,4,400.0,2.0,4.0
Audi,72865,Gasoline,Automatic,Black,Black,Accident reported,Yes,22000,9,333.0,3.0,6.0
Mercedes-Benz,89563,Gasoline,Automatic,Blue,Black,None reported,Yes,18995,11,302.0,3.5,6.0
Nissan,72639,Gasoline,Automatic,Black,Black,Accident reported,Yes,15000,13,188.0,1.6,4.0
Mercedes-Benz,79000,Gasoline,Automatic,Black,Black,None reported,Yes,19999,13,402.0,4.6,8.0
Audi,111564,Gasoline,Automatic,White,Black,None reported,Yes,11200,13,200.0,2.0,4.0
Lexus,75000,Gasoline,Automatic,White,Other,Accident reported,Yes,38095,7,301.0,4.6,8.0
Ford,169613,Gasoline,Automatic,Black,Black,Accident reported,Yes,5900,18,210.0,4.0,6.0
Honda,175000,Gasoline,Automatic,Black,Grey,None reported,Yes,9000,14,250.0,3.5,6.0
BMW,98500,Gasoline,Automatic,Black,Black,None reported,Yes,24500,8,335.0,3.0,6.0
Chrysler,53000,Gasoline,Unknown,Black,Black,Accident reported,Yes,13750,13,292.0,3.6,6.0
RAM,72200,Diesel,Automatic,Black,Black,None reported,Yes,52500,10,370.0,6.7,6.0
Acura,151600,Gasoline,Manual,Black,Black,None reported,Yes,7899,20,200.0,2.4,4.0
Lotus,20000,Gasoline,Manual,White,Red,None reported,Yes,51000,14,276.0,3.5,6.0
Chevrolet,170000,E85 Flex Fuel,Automatic,Black,Black,Accident reported,Yes,9000,15,320.0,5.3,8.0
Ford,69800,E85 Flex Fuel,Automatic,Silver,Grey,None reported,Yes,34600,6,395.0,5.0,8.0
Toyota,26300,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,46199,5,381.0,5.7,8.0
Honda,156111,Gasoline,Unknown,Red,Black,Accident reported,Yes,5200,18,109.0,1.5,4.0
Chevrolet,172600,Diesel,Automatic,Red,Black,Accident reported,Yes,32500,9,397.0,6.6,8.0
Honda,145000,Gasoline,Automatic,Green,Black,None reported,Yes,9000,15,271.0,3.5,6.0
Ford,64309,Gasoline,Automatic,White,Grey,None reported,Yes,7500,24,260.0,5.4,8.0
RAM,15183,Gasoline,Automatic,Black,Black,None reported,Yes,90000,4,702.0,6.2,8.0
Buick,28548,Gasoline,Automatic,Other,Other,None reported,Unknown,32063,5,,2.5,
