Index,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
267,RAM,1500 Laramie,2022,"18,051 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,"$47,995"
770,Ford,Bronco Raptor,2023,"2,489 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black Onyx,None reported,,"$98,900"
2165,Dodge,Ram 2500 ST,2010,"151,544 mi.",Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,Gray,At least 1 accident or damage reported,Yes,"$17,700"
437,Mazda,MX-5 Miata Base,1999,"96,680 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,"$12,900"
673,Porsche,Panamera Turbo,2010,"63,000 mi.",Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$38,500"
249,Toyota,Land Cruiser Base,2016,"61,500 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$63,500"
2201,Hyundai,Santa Fe GLS,2015,"96,476 mi.",Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$13,000"
1574,Chevrolet,Silverado 2500 LT,2016,"84,421 mi.",E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,None reported,Yes,"$36,800"
2142,GMC,Acadia SLT-1,2019,"51,300 mi.",Gasoline,193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$25,500"
2081,Hyundai,Palisade Calligraphy,2023,"1,500 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,"$55,000"
3490,Toyota,Tundra SR5,2020,"26,300 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$46,199"
3424,Subaru,Outback 2.5i Limited,2014,"157,530 mi.",Gasoline,2.5L H4 16V MPFI DOHC,Automatic CVT,Twilight Blue Metallic,Black,At least 1 accident or damage reported,Yes,"$9,995"
3655,Lamborghini,Aventador S Base,2018,"5,858 mi.",Gasoline,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,"$491,836"
448,BMW,750 i xDrive,2019,"28,744 mi.",Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,,"$50,998"
1469,Toyota,Highlander Limited Platinum,2015,"135,140 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$23,500"
716,BMW,X7 M50i,2021,"7,121 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,,"$94,998"
3185,Mitsubishi,Lancer Evolution MR,2006,"128,000 mi.",Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$37,999"
3486,Acura,TSX Base,2005,"151,600 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$7,899"
2048,Ford,Mustang GT,2014,"38,560 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"$28,500"
1901,Tesla,Model S Performance,2020,"14,700 mi.",,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$63,000"
3319,Scion,FR-S Monogram,2014,"163,019 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"$8,900"
1168,Chevrolet,Suburban 1500 LTZ,2011,"194,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,"$9,950"
82,Genesis,G90 3.3T Premium,2021,"9,950 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Blue,None reported,Yes,"$53,950"
3215,Chevrolet,Express 1500 Base,2010,"204,000 mi.",E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$4,900"
2724,INFINITI,G35 Base,2003,"106,500 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,"$9,500"
3044,Lexus,IS-F Base,2010,"77,400 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,"$34,500"
1460,Ford,Expedition Platinum,2019,"51,300 mi.",Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,White,Platinum,None reported,Yes,"$48,295"
2818,Volvo,S60 B5 Inscription,2022,"14,280 mi.",Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,"$36,500"
1893,Honda,Odyssey Elite,2019,"82,000 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,"$32,471"
1668,Lexus,RX 330 Base,2004,"151,896 mi.",Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,"$7,900"
2756,Ford,F-250 XLT Crew Cab Super Duty,2008,"190,321 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,None reported,Yes,"$15,900"
2000,Audi,Q3 2.0T Premium Plus,2015,"155,382 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At least 1 accident or damage reported,Yes,"$13,500"
475,Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,"58,000 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$38,000"
517,Chevrolet,Tahoe High Country,2021,"53,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$67,100"
3455,Subaru,Outback 2.5i Limited,2014,"78,007 mi.",Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$14,750"
404,Volvo,XC90 T6 Momentum,2018,"110,380 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$22,000"
384,Mercedes-Benz,Sprinter 3500 High Roof,2017,"124,630 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Black,None reported,Yes,"$75,000"
3227,Cadillac,Escalade Premium Luxury,2021,"11,459 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,None reported,Yes,"$88,900"
2152,Lexus,CT 200h Premium,2014,"131,200 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Brown,Brown,None reported,Yes,"$14,000"
1633,Mercedes-Benz,SL-Class SL 550,2012,"21,300 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,At least 1 accident or damage reported,Yes,"$38,500"
3948,INFINITI,G37 x,2013,"90,000 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$14,500"
688,BMW,M240 i,2019,"19,300 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,"$36,000"
3240,Mercedes-Benz,G-Class G 550 4MATIC,2019,"32,376 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$128,000"
2874,Ford,F-250 Platinum,2022,"4,500 mi.",Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$86,500"
1240,Porsche,911 Carrera S Cabriolet,2007,"28,844 mi.",Gasoline,3.8L H6 24V MPFI DOHC,6-Speed Manual,White,Beige,,,"$69,995"
62,Mercedes-Benz,GLK-Class GLK 350,2014,"186,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$10,000"
852,Jeep,Wrangler Unlimited Sport,2020,"24,040 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$35,273"
3669,Chevrolet,Silverado 1500 Base,1999,"88,750 mi.",Gasoline,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$6,800"
3291,Toyota,Tacoma TRD Sport,2018,"84,184 mi.",Gasoline,3.5 Liter,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,,"$35,998"
1262,GMC,Yukon XL SLT,2017,"110,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$34,999"
223,Lincoln,Navigator L Reserve,2019,"67,073 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$47,999"
2193,RAM,2500 SLT,2014,"84,500 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$34,000"
373,Audi,TT 2.0T,2015,"126,760 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$14,000"
1824,Volkswagen,Golf R 4-Door,2013,"102,750 mi.",Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$20,000"
3373,Jeep,Wrangler Unlimited Rubicon 392,2021,"38,000 mi.",Gasoline,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$72,980"
3833,Lincoln,LS V8,2002,"42,000 mi.",Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$11,000"
3916,Subaru,Impreza WRX,2005,"90,200 mi.",Gasoline,227.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,None reported,Yes,"$12,499"
3580,Nissan,350Z NISMO,2008,"76,500 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,"$28,000"
2871,GMC,Terrain SLT,2019,"60,807 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,"$25,925"
9,Tesla,Model X Long Range Plus,2020,"34,000 mi.",,534.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$69,950"
2497,Dodge,Charger R/T Scat Pack,2018,"19,000 mi.",Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Gray,None reported,Yes,"$44,888"
1944,BMW,M3 Base,2017,"44,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,"$55,000"
1838,Ford,Fusion Hybrid SE,2019,"64,532 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$19,395"
708,Jeep,Wrangler Unlimited X,2007,"135,465 mi.",Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$15,750"
255,Alfa,Romeo Giulia Quadrifoglio,2022,"1,966 mi.",Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,,"$75,900"
2930,Mazda,CX-30 Premium Package,2021,"18,385 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,"$29,255"
1617,Toyota,RAV4 TRD Off Road,2020,"46,500 mi.",Gasoline,203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$35,200"
389,BMW,M6 Base,2014,"29,500 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$40,999"
1581,Cadillac,Escalade ESV Base,2007,"191,900 mi.",Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$9,750"
2956,Tesla,Model Y Long Range,2023,"7,414 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$56,515"
924,Mercedes-Benz,AMG G 63 Base,2020,"1,750 mi.",Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,"$199,995"
3700,Toyota,Mirai Base,2016,"40,000 mi.",not supported,151.0HP Electric Motor Hydrogen Fuel,A/T,Silver,Black,None reported,Yes,"$9,500"
3326,Ford,Expedition XLT,2007,"123,921 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$6,900"
2508,BMW,528 i,2015,"111,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,"$15,000"
2036,Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,"4,753 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$57,000"
3190,Audi,Q5 2.0T Premium Plus,2015,"54,700 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,"$20,995"
1224,Lexus,GS 350 Base,2014,"85,275 mi.",Gasoline,3.5 Liter,Automatic,Nebula Gray Pearl,Black,At least 1 accident or damage reported,,"$23,998"
3006,Dodge,Durango GT,2022,"15,592 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,Yes,"$39,985"
2549,Cadillac,XT5 Luxury,2017,"72,060 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Stellar Black Metallic,Shara Beige,None reported,,"$24,590"
1946,Dodge,Challenger SRT8,2010,"70,000 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,"$22,000"
739,Mercedes-Benz,CLK-Class CLK 350,2008,"73,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$8,400"
40,Bentley,Continental GTC Base,2011,"20,200 mi.",E85 Flex Fuel,552.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,"$79,950"
868,Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,"33,272 mi.",Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$11,900"
2779,Tesla,Model S Performance,2012,"61,000 mi.",,416.0HP Electric Motor Electric Fuel System,A/T,Green,Black,None reported,Yes,"$29,000"
539,Nissan,Xterra S,2007,"132,272 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,M/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$6,700"
2745,Toyota,4Runner SR5 Premium,2021,"36,180 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,"$36,990"
3339,Toyota,Highlander Limited,2011,"106,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$16,600"
2723,Mazda,MX-5 Miata Sport,2006,"218,000 mi.",Gasoline,170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"$4,999"
1371,Mercedes-Benz,E-Class E 550,2017,"56,000 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,"$35,750"
1145,GMC,Sierra 3500 SLE,2002,"300,000 mi.",Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$5,000"
1031,Lexus,RX 350 RX 350 F SPORT Handling,2022,"14,330 mi.",Gasoline,3.5 Liter DOHC,Automatic,Black,Red,None reported,,"$54,998"
372,BMW,X3 xDrive30i,2021,"2,492 mi.",Gasoline,2.0 Liter Turbo,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,,"$41,598"
667,BMW,M760 i xDrive,2019,"14,806 mi.",Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$81,330"
3019,Chrysler,200 C,2015,"170,000 mi.",E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$5,995"
357,Mercedes-Benz,Sprinter 4500 High Roof,2019,"16,813 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,,,"$45,900"
967,Nissan,Rogue SL,2017,"78,110 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,,,"$17,500"
2831,RAM,1500 Big Horn,2022,"11,468 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,"$50,204"
2783,Buick,Enclave Leather,2015,"89,726 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,"$16,000"
1353,Toyota,Sequoia Platinum,2023,325 mi.,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,Gray,None reported,Yes,"$84,997"
1035,Hyundai,Santa Cruz 2.5T Limited,2022,"22,829 mi.",Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,Hampton Gray,Black,None reported,,"$34,580"
3018,GMC,Sierra 1500 AT4,2022,100 mi.,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,"$62,499"
470,Land,Rover Range Rover Evoque R-Dynamic HSE,2020,"30,424 mi.",Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,,"$44,998"
3453,BMW,X5 xDrive50i,2013,"58,000 mi.",Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$17,900"
1396,Audi,Q7 Premium Plus,2022,"22,588 mi.",Hybrid,3.0 Liter TFSI,Automatic,Navarra Blue,Saiga Beige,None reported,,"$52,598"
3494,Ford,F-250 XLT Super Duty,2001,"64,309 mi.",Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$7,500"
1549,INFINITI,Q50 3.0t Red Sport 400,2020,"23,344 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic,Liquid Platinum,White,None reported,,"$36,999"
1256,Chevrolet,Colorado Z71,2020,"20,909 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,None reported,Yes,"$35,387"
2094,Mercedes-Benz,E-Class E 350 4MATIC,2008,"67,250 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$11,900"
1555,Lexus,GX 460 Base,2021,"39,102 mi.",Gasoline,4.6 Liter,Automatic,Silver,Rioja Red,None reported,,"$51,798"
3447,BMW,X1 xDrive28i,2020,"27,989 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$29,000"
1250,Audi,Q4 e-tron Sportback Premium,2023,"1,156 mi.",,295.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$54,900"
1699,Mercedes-Benz,AMG GT 53 Base,2019,"35,000 mi.",Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$83,000"
1252,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,"52,694 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$49,999"
3689,Land,Rover Range Rover Westminster SWB,2022,"2,220 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,White,None reported,Yes,"$115,999"
3713,BMW,M4 Base,2017,"30,450 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$52,999"
2933,Chevrolet,Malibu Limited LT,2016,"104,000 mi.",Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,"$10,500"
79,Lexus,ES 330 Base,2005,"41,059 mi.",Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$11,100"
1172,Cadillac,XTS Luxury,2019,"59,000 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$21,000"
814,Porsche,Macan,2021,"21,613 mi.",Gasoline,2.0 Liter,Automatic,White,–,None reported,,"$58,998"
1852,BMW,M3 Base,2011,"43,000 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$50,900"
2220,INFINITI,G35 Base,2005,"99,000 mi.",Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$18,900"
2719,RAM,2500 Big Horn,2019,"97,000 mi.",Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$45,000"
3503,GMC,Canyon Elevation Standard,2022,"16,500 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,"$32,900"
2105,Chevrolet,Camaro 2SS,2018,"26,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$39,000"
133,Subaru,Forester Premium,2021,"42,125 mi.",Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,None reported,Yes,"$27,899"
1140,Audi,S5 3.0T Premium Plus,2014,"67,900 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,,,"$25,990"
933,Toyota,Sequoia SR5,2023,"1,539 mi.",Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,At least 1 accident or damage reported,Yes,"$76,373"
928,Ford,F-250 XL,2021,"77,699 mi.",Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,White,Medium Earth Gray,,,"$49,883"
823,BMW,M4 Base,2018,"19,300 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Silver,None reported,Yes,"$64,000"
1531,BMW,M3 Base,2008,"77,800 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,"$28,500"
1214,Kia,Optima LX,2011,"100,331 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,"$6,900"
504,Jeep,Wrangler Unlimited 4xe Sahara,2021,"33,704 mi.",Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,"$42,998"
3960,Jeep,Wrangler Unlimited Sahara,2019,"23,442 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$44,500"
2395,Lexus,SC 430 Base,2002,"89,500 mi.",Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$15,999"
1996,Chevrolet,Camaro Base,2002,"89,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$10,400"
2434,Jaguar,F-TYPE R,2016,"11,684 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$54,900"
3072,Volkswagen,Jetta 1.4T S,2019,"59,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,000"
1958,Toyota,RAV4 Base,2010,"123,620 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$9,900"
1384,Ferrari,488 GTB Base,2018,"17,761 mi.",Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero,None reported,,"$243,900"
894,Toyota,Camry Hybrid Base,2007,"53,249 mi.",Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$9,250"
828,Ferrari,Roma Base,2022,"2,250 mi.",Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,None reported,Yes,"$259,500"
3899,Ford,Transit-250 Base,2016,"66,500 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$27,000"
2523,BMW,335 i xDrive,2012,"153,600 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$17,500"
1683,Chrysler,300 S,2016,"100,574 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$17,500"
